"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 15 13:58:35 GMT 2025","Wed Oct 15 13:58:35 GMT 2025","0","","Pruebas de ejemplo","","","","Test con resultados variados",""
"passed","Wed Oct 15 13:58:35 GMT 2025","Wed Oct 15 13:58:35 GMT 2025","0","","Pruebas de ejemplo","","","","Test con resultados variados",""
